Museum_Name,Address,City,State,PIN_Code,Opening_Hours,Closing_Hours,Contact_Email,Phone_Number,Full_Address,Latitude,Longitude
Serchhip District Museum,Main Road,Serchhip,Mizoram,796181,10:00 AM,4:00 PM,serchhipmuseum@gmail.com,+91-389-2342278,"Main Road, Serchhip, Mizoram, 796181",23.311308,92.8564098
Changlang District Museum,Main Market,Changlang,Arunachal Pradesh,792120,9:30 AM,4:00 PM,changlangmuseum@gmail.com,+91-3808-222274,"Main Market, Changlang, Arunachal Pradesh, 792120",27.1355348,95.73644170000001
Dhalai District Museum,College Road,Ambassa,Tripura,799289,10:00 AM,5:00 PM,dhalaimuseum@gmail.com,+91-3826-222154,"College Road, Ambassa, Tripura, 799289",23.921233,91.8512714
Zunheboto District Museum,Town Area,Zunheboto,Nagaland,798620,10:00 AM,4:00 PM,zunhebotomuseum@gmail.com,+91-3867-220568,"Town Area, Zunheboto, Nagaland, 798620",26.0128579,94.5241504
West Kameng Textile Museum,Bomdila Market,Bomdila,Arunachal Pradesh,790001,9:30 AM,4:30 PM,westkamengtextiles@gmail.com,+91-3782-222328,"Bomdila Market, Bomdila, Arunachal Pradesh, 790001",27.2617301,92.42093969999999
Unakoti Heritage Site Museum,Unakoti Hills,Kailashahar,Tripura,799277,9:00 AM,5:30 PM,unakotimuseum@gmail.com,+91-3824-222856,"Unakoti Hills, Kailashahar, Tripura, 799277",24.3268117,92.0126276
Tangkhul Heritage Museum,Ukhrul Road,Imphal East,Manipur,795001,10:00 AM,4:30 PM,tangkhulmuseum@gmail.com,+91-385-2435612,"Ukhrul Road, Imphal East, Manipur, 795001",24.9469683,94.1705308
East Sikkim Cultural Museum,Development Area,Gangtok,Sikkim,737101,10:00 AM,4:00 PM,eastsikkimmuseum@gmail.com,+91-3592-202645,"Development Area, Gangtok, Sikkim, 737101",27.3378731,88.61220279999999
Champhai District Museum,Salem Veng,Champhai,Mizoram,796321,9:30 AM,4:00 PM,champhaimuseum@gmail.com,+91-389-2334567,"Salem Veng, Champhai, Mizoram, 796321",23.4775158,93.3236697
Kamjong District Heritage Centre,District Headquarters,Kamjong,Manipur,795158,10:00 AM,4:00 PM,kamjongmuseum@gmail.com,+91-3879-222346,"District Headquarters, Kamjong, Manipur, 795158",24.8615272,94.51064749999999
Pangsha Border Museum,Indo-Myanmar Border,Mon,Nagaland,798621,10:00 AM,4:00 PM,pangshamuseum@gmail.com,+91-3860-277425,"Indo-Myanmar Border, Mon, Nagaland, 798621",26.7523961,95.1015225
West Sikkim Heritage Museum,Geyzing Bazaar,Geyzing,Sikkim,737111,9:30 AM,4:00 PM,westsikkimmuseum@gmail.com,+91-3595-250622,"Geyzing Bazaar, Geyzing, Sikkim, 737111",27.2897116,88.25757580000001
Anjaw District Cultural Centre,District HQ,Hawai,Arunachal Pradesh,792104,9:00 AM,4:30 PM,anjawculture@gmail.com,+91-3801-222431,"District HQ, Hawai, Arunachal Pradesh, 792104",27.8842582,96.81689539999999
Tawang Monastery Museum,Tawang Monastery,Tawang,Arunachal Pradesh,790104,8:00 AM,5:00 PM,tawangmonasterymuseum@gmail.com,+91-3794-222301,"Tawang Monastery, Tawang, Arunachal Pradesh, 790104",27.5867261,91.8577194
Khonsa Heritage Centre,DC Office Road,Khonsa,Arunachal Pradesh,786630,9:30 AM,4:00 PM,khonsaheritage@gmail.com,+91-3786-222347,"DC Office Road, Khonsa, Arunachal Pradesh, 786630",26.9925901,95.5014167
Hailakandi District Museum,Main Road,Hailakandi,Assam,788151,10:00 AM,5:00 PM,hailakandimuseum@gmail.com,+91-3844-223478,"Main Road, Hailakandi, Assam, 788151",24.6660625,92.7189972
Baksa District Museum,Mushalpur,Baksa,Assam,781372,10:00 AM,4:30 PM,baksamuseum@gmail.com,+91-3624-255689,"Mushalpur, Baksa, Assam, 781372",26.6593594,91.3408979
Saiha District Museum,Council Road,Saiha,Mizoram,796901,9:30 AM,4:30 PM,saihamuseum@gmail.com,+91-3835-222021,"Council Road, Saiha, Mizoram, 796901",22.4889619,92.97697060000002
Rengma Cultural Museum,Tseminyu Road,Kohima,Nagaland,797001,10:00 AM,4:00 PM,rengmamuseum@gmail.com,+91-370-2243678,"Tseminyu Road, Kohima, Nagaland, 797001",25.6732954,94.1078877
Siaha Cultural Centre,New Colony,Siaha,Mizoram,796901,9:30 AM,4:00 PM,siahamuseum@gmail.com,+91-3835-222541,"New Colony, Siaha, Mizoram, 796901",22.4900984,92.9808851
North Sikkim Heritage Museum,Mangan Bazaar,Mangan,Sikkim,737116,10:00 AM,4:30 PM,northsikkimmuseum@gmail.com,+91-3592-234526,"Mangan Bazaar, Mangan, Sikkim, 737116",27.5033789,88.53447609999999
Senapati Cultural Centre,Karong,Senapati,Manipur,795106,10:00 AM,4:00 PM,senapaticentre@gmail.com,+91-3871-222541,"Karong, Senapati, Manipur, 795106",25.3033221,94.04463799999999
Dibang Valley Museum,District HQ,Anini,Arunachal Pradesh,792101,9:30 AM,4:00 PM,dibangmuseum@gmail.com,+91-3801-222478,"District HQ, Anini, Arunachal Pradesh, 792101",28.7972218,95.9047875
Kargil War Memorial Museum,Drass,Kargil,Ladakh,194103,8:00 AM,6:00 PM,kargilmemorial@gmail.com,+91-1985-231026,"Drass, Kargil, Ladakh, 194103",34.4269074,75.74587079999999
Daporijo Heritage Museum,Upper Subansiri,Daporijo,Arunachal Pradesh,791122,10:00 AM,4:00 PM,daporijomuseum@gmail.com,+91-3792-223145,"Upper Subansiri, Daporijo, Arunachal Pradesh, 791122",27.9838687,94.2226817
South Garo Hills Museum,Baghmara,Baghmara,Meghalaya,794102,10:00 AM,4:30 PM,southgaromuseum@gmail.com,+91-3639-275632,"Baghmara, Baghmara, Meghalaya, 794102",25.1978931,90.629375
Tali Heritage Centre,Village Centre,Tali,Arunachal Pradesh,791001,9:00 AM,4:00 PM,taliheritage@gmail.com,+91-3792-214523,"Village Centre, Tali, Arunachal Pradesh, 791001",28.3141623,94.645035
Khasi Heritage Museum,Mawryngkneng,East Khasi Hills,Meghalaya,793021,10:00 AM,4:00 PM,khasimuseum@gmail.com,+91-3637-261548,"Mawryngkneng, East Khasi Hills, Meghalaya, 793021",25.5514568,92.05484919999999
Jaintia Heritage Centre,Jowai Town,West Jaintia Hills,Meghalaya,793150,9:30 AM,4:30 PM,jaintiaheritage@gmail.com,+91-3652-220743,"Jowai Town, West Jaintia Hills, Meghalaya, 793150",25.450902,92.20891089999999
Tea Museum Dibrugarh,Chowkidinghee,Dibrugarh,Assam,786001,10:00 AM,5:00 PM,teamuseum.dibrugarh@gmail.com,+91-373-2321610,"Chowkidinghee, Dibrugarh, Assam, 786001",27.4706047,94.9104306
Tai Ahom Heritage Museum,Sivasagar Road,Jorhat,Assam,785001,10:00 AM,5:00 PM,taiahommuseum@gmail.com,+91-376-2320124,"Sivasagar Road, Jorhat, Assam, 785001",26.754267,94.218131
Unakoti Rock Carving Museum,Kailashahar Road,Unakoti,Tripura,799277,9:00 AM,5:00 PM,unakoticarvings@gmail.com,+91-3824-222914,"Kailashahar Road, Unakoti, Tripura, 799277",24.2646338,92.0158511
Lepcha Heritage Museum,Kalimpong Road,Gangtok,Sikkim,737101,10:00 AM,4:30 PM,lepchamuseum@gmail.com,+91-3592-231452,"Kalimpong Road, Gangtok, Sikkim, 737101",27.3292778,88.6118669
Nyishi Heritage Centre,Itanagar Township,Itanagar,Arunachal Pradesh,791111,10:00 AM,5:00 PM,nyishiheritage@gmail.com,+91-360-2217821,"Itanagar Township, Itanagar, Arunachal Pradesh, 791111",27.0843682,93.6053163
Liangmai Tribal Museum,Tamenglong Centre,Tamenglong,Manipur,795141,9:30 AM,4:00 PM,liangmaimuseum@gmail.com,+91-3877-222548,"Tamenglong Centre, Tamenglong, Manipur, 795141",24.9897661,93.5011835
Sema Tribal Museum,Zunheboto Town,Zunheboto,Nagaland,798620,10:00 AM,4:00 PM,sematribalmuseum@gmail.com,+91-3867-220145,"Zunheboto Town, Zunheboto, Nagaland, 798620",26.0128579,94.5241504
East Siang Heritage Centre,Pasighat Market,Pasighat,Arunachal Pradesh,791102,9:00 AM,4:30 PM,eastsiang@gmail.com,+91-3801-222647,"Pasighat Market, Pasighat, Arunachal Pradesh, 791102",28.0603082,95.3314668
Lai Heritage Museum,Lawngtlai Town,Lawngtlai,Mizoram,796891,10:00 AM,4:30 PM,laiheritage@gmail.com,+91-3835-233145,"Lawngtlai Town, Lawngtlai, Mizoram, 796891",22.5320875,92.8990711
Zeliangrong Cultural Museum,Tamenglong HQ,Tamenglong,Manipur,795141,10:00 AM,4:00 PM,zeliangrong@gmail.com,+91-3877-222416,"Tamenglong HQ, Tamenglong, Manipur, 795141",24.9897661,93.5011835
Karbi Heritage Museum,Diphu Town,Karbi Anglong,Assam,782460,9:30 AM,4:30 PM,karbimuseum@gmail.com,+91-3671-272345,"Diphu Town, Karbi Anglong, Assam, 782460",25.8441997,93.44019109999999
Zomi Tribal Museum,Churachandpur Town,Churachandpur,Manipur,795128,10:00 AM,4:30 PM,zomimuseum@gmail.com,+91-3874-235421,"Churachandpur Town, Churachandpur, Manipur, 795128",24.3460416,93.6999733
Ao Tribal Museum,Mokokchung Town,Mokokchung,Nagaland,798601,9:30 AM,4:00 PM,aotribalmuseum@gmail.com,+91-369-2226587,"Mokokchung Town, Mokokchung, Nagaland, 798601",26.3210313,94.5147156
Tirap District Museum,Khonsa Town,Khonsa,Arunachal Pradesh,786630,10:00 AM,4:00 PM,tirapmuseum@gmail.com,+91-3786-222789,"Khonsa Town, Khonsa, Arunachal Pradesh, 786630",26.9925901,95.5014167
North District Folk Museum,Mangan Bazaar,Mangan,Sikkim,737116,9:30 AM,4:30 PM,northdistrictmuseum@gmail.com,+91-3595-258462,"Mangan Bazaar, Mangan, Sikkim, 737116",27.5033789,88.53447609999999
Mara Cultural Museum,Siaha Town,Siaha,Mizoram,796901,10:00 AM,4:00 PM,maramuseum@gmail.com,+91-3835-222478,"Siaha Town, Siaha, Mizoram, 796901",22.4889619,92.97697060000002
Konyak Heritage Centre,Mon Town,Mon,Nagaland,798621,9:00 AM,4:30 PM,konyakheritage@gmail.com,+91-3860-225647,"Mon Town, Mon, Nagaland, 798621",26.733096,95.0615119
Kurung Kumey Heritage Museum,Koloriang,Koloriang,Arunachal Pradesh,791121,10:00 AM,4:00 PM,kurungmuseum@gmail.com,+91-3787-232415,"Koloriang, Koloriang, Arunachal Pradesh, 791121",27.9038219,93.35341969999999
Gomati District Museum,Udaipur Town,Udaipur,Tripura,799120,10:00 AM,5:00 PM,gomatimuseum@gmail.com,+91-3821-222365,"Udaipur Town, Udaipur, Tripura, 799120",23.5243038,91.4676394
Chakma Heritage Centre,Chawngte,Lawngtlai,Mizoram,796891,9:30 AM,4:00 PM,chakmamuseum@gmail.com,+91-3835-232415,"Chawngte, Lawngtlai, Mizoram, 796891",22.311443,92.6983868
Bamak Heritage Museum,Namsai Town,Namsai,Arunachal Pradesh,792103,10:00 AM,4:30 PM,bamakmuseum@gmail.com,+91-3806-262478,"Namsai Town, Namsai, Arunachal Pradesh, 792103",27.6666459,95.8625935
Pawi Tribal Museum,Saiha Town,Saiha,Mizoram,796901,10:00 AM,4:00 PM,pawimuseum@gmail.com,+91-3835-222569,"Saiha Town, Saiha, Mizoram, 796901",22.4889619,92.97697060000002
Changlang Textile Museum,Changlang Town,Changlang,Arunachal Pradesh,792120,9:30 AM,4:30 PM,changlangtextiles@gmail.com,+91-3808-222514,"Changlang Town, Changlang, Arunachal Pradesh, 792120",27.1305816,95.7343173
West District Heritage Centre,Gyalshing,Geyzing,Sikkim,737111,10:00 AM,4:30 PM,westdistrict@gmail.com,+91-3595-250426,"Gyalshing, Geyzing, Sikkim, 737111",27.2893118,88.2585144
Hmar Cultural Museum,Jiribam Road,Churachandpur,Manipur,795128,10:00 AM,4:00 PM,hmarmuseum@gmail.com,+91-3874-234856,"Jiribam Road, Churachandpur, Manipur, 795128",24.8127089,93.5428441
Angami Heritage Centre,Kohima Village,Kohima,Nagaland,797001,9:30 AM,4:30 PM,angamiheritage@gmail.com,+91-370-2243789,"Kohima Village, Kohima, Nagaland, 797001",25.6732954,94.1078877
Apatani Cultural Museum,Ziro Valley,Ziro,Arunachal Pradesh,791120,10:00 AM,4:00 PM,apatanimuseum@gmail.com,+91-3788-224587,"Ziro Valley, Ziro, Arunachal Pradesh, 791120",27.544912,93.8196686
Longwa Village Museum,Indo-Myanmar Border,Mon,Nagaland,798621,9:00 AM,4:00 PM,longwamuseum@gmail.com,+91-3860-226574,"Indo-Myanmar Border, Mon, Nagaland, 798621",26.7523961,95.1015225
Khoupum Valley Museum,Nungba,Tamenglong,Manipur,795158,10:00 AM,4:00 PM,khoupummuseum@gmail.com,+91-3877-223645,"Nungba, Tamenglong, Manipur, 795158",24.7458262,93.42573569999999
Lower Dibang Valley Museum,Roing Town,Roing,Arunachal Pradesh,792110,9:30 AM,4:30 PM,ldvmuseum@gmail.com,+91-3803-222478,"Roing Town, Roing, Arunachal Pradesh, 792110",28.1178597,95.8225911
Dhanpuri Museum and Art Gallery,Dhanpuri Road,Shahdol,Madhya Pradesh,484001,10:00 AM,5:30 PM,dhanpurimuseum@gmail.com,+91-7652-240517,"Dhanpuri Road, Shahdol, Madhya Pradesh, 484001",23.1875082,81.5343186
Chambal Valley Museum,Chambal Colony,Morena,Madhya Pradesh,476001,10:30 AM,5:00 PM,chambalmuseum@gmail.com,+91-7532-234156,"Chambal Colony, Morena, Madhya Pradesh, 476001",26.4859469,77.9848724
Malwa Regional Heritage Museum,A.B. Road,Indore,Madhya Pradesh,452010,10:00 AM,6:00 PM,malwaheritage@gmail.com,+91-731-2492367,"A.B. Road, Indore, Madhya Pradesh, 452010",22.7552436,75.8966246
Bhimbetka Rock Shelter Interpretation Centre,Bhimbetka Site,Raisen,Madhya Pradesh,464551,9:00 AM,5:30 PM,bhimbetkacentre@gmail.com,+91-755-2661390,"Bhimbetka Site, Raisen, Madhya Pradesh, 464551",23.3327329,77.7823973
Pithampur Industrial Heritage Museum,Industrial Area,Pithampur,Madhya Pradesh,454775,10:00 AM,5:00 PM,pithampurmuseum@gmail.com,+91-7292-252847,"Industrial Area, Pithampur, Madhya Pradesh, 454775",22.620465,75.6848074
Bundelkhand Tribal Museum,Chanderi Road,Ashoknagar,Madhya Pradesh,473331,10:30 AM,5:00 PM,bundelkhandtribal@gmail.com,+91-7543-220417,"Chanderi Road, Ashoknagar, Madhya Pradesh, 473331",24.8698287,78.150431
Central Museum Jabalpur,Civil Lines,Jabalpur,Madhya Pradesh,482001,10:00 AM,5:30 PM,centralmuseum.jbp@gmail.com,+91-761-2626845,"Civil Lines, Jabalpur, Madhya Pradesh, 482001",23.1647787,79.9558267
Jhabua Tribal Research Centre Museum,Meghnagar Road,Jhabua,Madhya Pradesh,457661,10:00 AM,4:30 PM,jhabuamuseum@gmail.com,+91-7392-243509,"Meghnagar Road, Jhabua, Madhya Pradesh, 457661",22.769666,74.5920921
Ujjain Astronomical Museum,Jantar Mantar,Ujjain,Madhya Pradesh,456006,9:30 AM,5:30 PM,ujjainastro@gmail.com,+91-734-2560400,"Jantar Mantar, Ujjain, Madhya Pradesh, 456006",23.1712799,75.7664337
Mahakoshal Art Gallery,Napier Town,Jabalpur,Madhya Pradesh,482001,10:30 AM,6:00 PM,mahaarts@gmail.com,+91-761-2450135,"Napier Town, Jabalpur, Madhya Pradesh, 482001",23.1599217,79.9300962
Vindhya Heritage Museum,Rewa Road,Satna,Madhya Pradesh,485001,10:00 AM,5:00 PM,vindhyamuseum@gmail.com,+91-7672-252347,"Rewa Road, Satna, Madhya Pradesh, 485001",24.5711917,80.8660801
Pachmarhi Natural History Museum,Forsyth Trail,Pachmarhi,Madhya Pradesh,461881,9:00 AM,5:30 PM,pachmarhimuseum@gmail.com,+91-7578-252365,"Forsyth Trail, Pachmarhi, Madhya Pradesh, 461881",22.4674463,78.4345854
Orchha Palace Museum,Raja Mahal,Orchha,Madhya Pradesh,472246,9:30 AM,5:00 PM,orchhamuseum@gmail.com,+91-7680-252624,"Raja Mahal, Orchha, Madhya Pradesh, 472246",25.3502603,78.6432538
Datia Palace Museum,Datia Fort,Datia,Madhya Pradesh,475661,10:00 AM,5:30 PM,datiamuseum@gmail.com,+91-7522-234578,"Datia Fort, Datia, Madhya Pradesh, 475661",25.6653168,78.4609182
Vidisha Archaeological Museum,Vidisha Fort,Vidisha,Madhya Pradesh,464001,10:00 AM,5:00 PM,vidishamuseum@gmail.com,+91-7592-234517,"Vidisha Fort, Vidisha, Madhya Pradesh, 464001",23.5235719,77.81397179999999
Panna Tiger Reserve Interpretation Centre,Core Zone,Panna,Madhya Pradesh,488001,8:00 AM,6:00 PM,pannamuseum@gmail.com,+91-7732-252135,"Core Zone, Panna, Madhya Pradesh, 488001",24.7174633,80.1814145
Bastar Tribal Museum,Jagdalpur Road,Bastar,Chhattisgarh,494001,10:00 AM,5:30 PM,bastartribal@gmail.com,+91-7782-229431,"Jagdalpur Road, Bastar, Chhattisgarh, 494001",19.0447826,81.9395829
Korea District Museum,Baikunthpur,Koriya,Chhattisgarh,497331,10:00 AM,5:00 PM,koreamuseum@gmail.com,+91-7836-232415,"Baikunthpur, Koriya, Chhattisgarh, 497331",23.3299663,82.669947
Surguja Tribal Art Museum,Ambikapur Road,Surguja,Chhattisgarh,497001,10:30 AM,5:30 PM,surgujatribal@gmail.com,+91-7774-242516,"Ambikapur Road, Surguja, Chhattisgarh, 497001",23.1384128,83.1736386
Anthropological Museum Raipur,Civil Lines,Raipur,Chhattisgarh,492001,10:00 AM,5:30 PM,anthromuseum.raipur@gmail.com,+91-771-2429261,"Civil Lines, Raipur, Chhattisgarh, 492001",21.2372225,81.6541913
Bhilai Steel Plant Heritage Museum,Civic Centre,Bhilai,Chhattisgarh,490006,10:30 AM,6:00 PM,bspmuseum@gmail.com,+91-788-2282842,"Civic Centre, Bhilai, Chhattisgarh, 490006",21.1861215,81.3428673
Rajim Archaeological Museum,Mahanadi Riverside,Rajim,Chhattisgarh,493885,10:00 AM,5:00 PM,rajimmuseum@gmail.com,+91-7701-236547,"Mahanadi Riverside, Rajim, Chhattisgarh, 493885",20.9673968,81.8815346
Danteshwari Temple Museum,Temple Complex,Dantewada,Chhattisgarh,494449,9:00 AM,6:00 PM,danteshwarimuseum@gmail.com,+91-7856-252413,"Temple Complex, Dantewada, Chhattisgarh, 494449",18.8998486,81.34743
Surajpur Bird Sanctuary Interpretation Centre,Surajpur,Surajpur,Chhattisgarh,497229,8:30 AM,5:30 PM,surajpurbirds@gmail.com,+91-7775-266549,"Surajpur, Surajpur, Chhattisgarh, 497229",23.2432016,82.8425216
Jagannath Cultural Museum,Temple Road,Raigarh,Chhattisgarh,496001,9:30 AM,6:00 PM,jagannathmuseum@gmail.com,+91-7762-235478,"Temple Road, Raigarh, Chhattisgarh, 496001",21.9344341,83.3853883
Bilaspur Railway Heritage Museum,South East Corner,Bilaspur,Chhattisgarh,495004,10:00 AM,5:00 PM,bilaspurrail@gmail.com,+91-7752-245621,"South East Corner, Bilaspur, Chhattisgarh, 495004",22.0796545,82.1409152
Purkhauti Muktangan Culture Museum,VIP Road,Raipur,Chhattisgarh,492007,10:00 AM,6:00 PM,purkhauti@gmail.com,+91-771-2236541,"VIP Road, Raipur, Chhattisgarh, 492007",21.2239717,81.6877954
Gond Art Museum,Kondagaon,Kondagaon,Chhattisgarh,494226,10:30 AM,5:00 PM,gondartmuseum@gmail.com,+91-7786-242615,"Kondagaon, Kondagaon, Chhattisgarh, 494226",19.595393,81.664585
Mainpat Tibetan Colony Museum,Mainpat Hills,Surguja,Chhattisgarh,497231,9:30 AM,4:30 PM,mainpatmuseum@gmail.com,+91-7774-245678,"Mainpat Hills, Surguja, Chhattisgarh, 497231",23.6387218,82.6915429
Ratanpur Fort Museum,Old Fort,Bilaspur,Chhattisgarh,495442,10:00 AM,5:30 PM,ratanpurmuseum@gmail.com,+91-7752-247856,"Old Fort, Bilaspur, Chhattisgarh, 495442",22.3558015,82.10606829999999
Barnawapara Wildlife Museum,Wildlife Sanctuary,Mahasamund,Chhattisgarh,493445,8:30 AM,5:00 PM,barnawaparamuseum@gmail.com,+91-7724-245678,"Wildlife Sanctuary, Mahasamund, Chhattisgarh, 493445",21.1124067,82.09596200000001
Indravati National Park Interpretation Centre,Park Entrance,Bijapur,Chhattisgarh,494444,8:00 AM,4:30 PM,indravaticentre@gmail.com,+91-7853-220415,"Park Entrance, Bijapur, Chhattisgarh, 494444",18.7963075,80.81562199999999
Kawardha Palace Heritage Museum,Palace Grounds,Kabirdham,Chhattisgarh,491995,10:00 AM,5:00 PM,kawardhamuseum@gmail.com,+91-7741-232468,"Palace Grounds, Kabirdham, Chhattisgarh, 491995",22.0106092,81.23592819999999
Chandrahasini Devi Temple Museum,Temple Complex,Janjgir-Champa,Chhattisgarh,495668,9:00 AM,6:00 PM,chandrahasinimuseum@gmail.com,+91-7817-236547,"Temple Complex, Janjgir-Champa, Chhattisgarh, 495668",21.9517747,82.5834947
Kanger Valley Rock Art Museum,National Park,Bastar,Chhattisgarh,494001,9:00 AM,5:30 PM,kangervalley@gmail.com,+91-7782-229867,"National Park, Bastar, Chhattisgarh, 494001",19.0861377,82.0188426
Maria Tribal Museum,Narayanpur Road,Narayanpur,Chhattisgarh,494661,10:00 AM,4:30 PM,mariatribal@gmail.com,+91-7781-252413,"Narayanpur Road, Narayanpur, Chhattisgarh, 494661",19.7058627,81.3168853
Baloda Bazar Heritage Centre,Bhatapara Road,Baloda Bazar,Chhattisgarh,493332,10:30 AM,5:00 PM,balodabazar@gmail.com,+91-7727-223415,"Bhatapara Road, Baloda Bazar, Chhattisgarh, 493332",21.6596523,82.1417557
Durg District Archaeological Museum,Civil Lines,Durg,Chhattisgarh,491001,10:00 AM,5:30 PM,durgmuseum@gmail.com,+91-788-2231456,"Civil Lines, Durg, Chhattisgarh, 491001",21.1863564,81.2896833
Gangrel Dam Interpretation Centre,Dam Site,Dhamtari,Chhattisgarh,493773,9:00 AM,5:00 PM,gangrelmuseum@gmail.com,+91-7722-237856,"Dam Site, Dhamtari, Chhattisgarh, 493773",20.7101344,81.5489077
Mookambika Museum,Temple Street,Kollur,Karnataka,576220,9:00 AM,6:00 PM,mookambikamuseum@gmail.com,+91-8254-258476,"Temple Street, Kollur, Karnataka, 576220",13.8645016,74.8146861
Bharatiya Sanskriti Darshana Museum,University Campus,Dharwad,Karnataka,580003,10:00 AM,5:00 PM,sanskritidarshanam@gmail.com,+91-836-2215347,"University Campus, Dharwad, Karnataka, 580003",15.430665,74.9764024
Srirangapatna Fort Museum,Tipu Sultan Fort,Srirangapatna,Karnataka,571438,9:30 AM,5:30 PM,srirangapatnamuseum@gmail.com,+91-8236-252341,"Tipu Sultan Fort, Srirangapatna, Karnataka, 571438",12.421644,76.6905037
Keladi Archaeological Museum,Old Palace,Keladi,Karnataka,577430,10:00 AM,5:00 PM,keladimuseum@gmail.com,+91-8282-256478,"Old Palace, Keladi, Karnataka, 577430",14.2176458,75.0173035
Regional Archaeological Museum Raichur,Fort Area,Raichur,Karnataka,584101,10:00 AM,5:30 PM,raichurmuseum@gmail.com,+91-8532-220645,"Fort Area, Raichur, Karnataka, 584101",16.2019122,77.3453285
Yoganarasimha Art Gallery,Melukote Temple,Mandya,Karnataka,571431,9:00 AM,6:00 PM,melukotegallery@gmail.com,+91-8236-259764,"Melukote Temple, Mandya, Karnataka, 571431",12.659807,76.6484909
Kadamba Dynasty Museum,Banavasi,Sirsi,Karnataka,581374,10:00 AM,5:00 PM,kadambamuseum@gmail.com,+91-8384-231456,"Banavasi, Sirsi, Karnataka, 581374",14.5333282,75.01584299999999
Kannada Museum and Research Centre,Hampi Road,Hospet,Karnataka,583201,10:30 AM,5:00 PM,kannadamuseum@gmail.com,+91-8394-228745,"Hampi Road, Hospet, Karnataka, 583201",15.2784952,76.407828
Western Ghats Biodiversity Museum,Agumbe,Thirthahalli,Karnataka,577411,9:00 AM,5:30 PM,agumbemuseum@gmail.com,+91-8181-233456,"Agumbe, Thirthahalli, Karnataka, 577411",13.5026635,75.0903154
Malnad Regional Museum,Shimoga Road,Bhadravati,Karnataka,577302,10:00 AM,5:30 PM,malnadmuseum@gmail.com,+91-8282-267845,"Shimoga Road, Bhadravati, Karnataka, 577302",13.8247414,75.6870858
Badami Cave Museum,Cave Temple Road,Badami,Karnataka,587201,9:30 AM,5:30 PM,badamimuseum@gmail.com,+91-8357-220123,"Cave Temple Road, Badami, Karnataka, 587201",15.9171849,75.6822281
Kittur Chennamma Museum,Kittur Fort,Kittur,Karnataka,591115,10:00 AM,5:00 PM,kitturmuseum@gmail.com,+91-8312-257364,"Kittur Fort, Kittur, Karnataka, 591115",15.6012363,74.79141229999999
Belur Chennakeshava Heritage Centre,Temple Complex,Belur,Karnataka,573115,9:00 AM,5:30 PM,belurmuseum@gmail.com,+91-8177-222345,"Temple Complex, Belur, Karnataka, 573115",13.1615108,75.8574537
Kodava Heritage Museum,Madikeri Fort,Madikeri,Karnataka,571201,10:00 AM,5:00 PM,kodavaheritage@gmail.com,+91-8272-228756,"Madikeri Fort, Madikeri, Karnataka, 571201",12.4211545,75.73871609999999
Belagavi Military Museum,Military Mahadev Road,Belagavi,Karnataka,590001,10:00 AM,6:00 PM,belgaummilitary@gmail.com,+91-831-2432156,"Military Mahadev Road, Belagavi, Karnataka, 590001",15.8977381,74.499415
Karavali Marine Museum,University Campus,Mangalore,Karnataka,575003,10:00 AM,5:30 PM,karavalimuseum@gmail.com,+91-824-2287654,"University Campus, Mangalore, Karnataka, 575003",12.8842699,74.83609179999999
Gulbarga Fort Archaeological Museum,Fort Area,Kalaburagi,Karnataka,585105,10:00 AM,5:00 PM,gulbargamuseum@gmail.com,+91-8472-256314,"Fort Area, Kalaburagi, Karnataka, 585105",17.3267543,76.8389413
Vijayanagara Crafts Museum,Hampi Bazaar,Hampi,Karnataka,583239,9:30Neora Valley Interpretation Centre,Kalimpong Road,Darjeeling,"West Bengal,734101,9:30 AM,4:30 PM,neoravalley@gmail.com,+91-354-2254186","Hampi Bazaar, Hampi, Karnataka, 583239",15.3341232,76.4643603
Vijayanagara Crafts Museum,Hampi Bazaar,Hampi,Karnataka,583239,9:30 AM,5:30 PM,vijayanagaracrafts@gmail.com,+91-8394-241360,"Hampi Bazaar, Hampi, Karnataka, 583239",15.3341232,76.4643603
Kodagu District Museum,Stuart Hill,Madikeri,Karnataka,571201,10:00 AM,5:30 PM,kodagumuseum@gmail.com,+91-8272-228954,"Stuart Hill, Madikeri, Karnataka, 571201",12.4152774,75.74587079999999
Mysore Sand Sculpture Museum,Chamundi Hills Road,Mysore,Karnataka,570010,9:00 AM,6:00 PM,mysoresand@gmail.com,+91-821-2441339,"Chamundi Hills Road, Mysore, Karnataka, 570010",12.2869343,76.6868591
Kempegowda Museum,Mayo Hall,Bangalore,Karnataka,560001,10:30 AM,5:00 PM,kempegowdamuseum@gmail.com,+91-80-22975339,"Mayo Hall, Bangalore, Karnataka, 560001",12.9741112,77.6106502
Hyder Ali Battery Museum,Kaveripattinam Road,Krishnagiri,Tamil Nadu,635001,9:30 AM,4:30 PM,hyderbattery@gmail.com,+91-4343-234729,"Kaveripattinam Road, Krishnagiri, Tamil Nadu, 635001",12.3602339,78.2735868
Kondapalli Toy Museum,Kondapalli Fort,Kondapalli,Andhra Pradesh,521228,10:00 AM,5:30 PM,kondapallitoymuseum@gmail.com,+91-866-2577095,"Kondapalli Fort, Kondapalli, Andhra Pradesh, 521228",16.6254258,80.5306487
